Economy,Year,Fuel,Demand
01_AUS,2024,Elec,5295.964360353842
01_AUS,2025,Elec,5337.535780363378
01_AUS,2026,Elec,5379.415708247522
01_AUS,2027,Elec,5425.165915430005
01_AUS,2028,Elec,5474.4184056551785
01_AUS,2029,Elec,5526.762549138484
01_AUS,2030,Elec,5581.759496677885
01_AUS,2031,Elec,5636.806796712841
01_AUS,2032,Elec,5694.397302419988
01_AUS,2033,Elec,5754.667951292634
01_AUS,2034,Elec,5817.645539780237
01_AUS,2035,Elec,5883.134140890897
01_AUS,2036,Elec,5947.472195120079
01_AUS,2037,Elec,6014.38815910237
01_AUS,2038,Elec,6083.653534153263
01_AUS,2039,Elec,6154.881688850022
01_AUS,2040,Elec,6227.848339117687
01_AUS,2041,Elec,6298.857971585476
01_AUS,2042,Elec,6372.303441021237
01_AUS,2043,Elec,6448.202075426612
01_AUS,2044,Elec,6526.407439237539
01_AUS,2045,Elec,6607.5369009592605
01_AUS,2046,Elec,6687.685170065956
01_AUS,2047,Elec,6771.306200339519
01_AUS,2048,Elec,6858.216438969203
01_AUS,2049,Elec,6948.780361712526
01_AUS,2050,Elec,7042.742459705385
01_AUS,1990,Gas,1903.7869450675335
01_AUS,1991,Gas,1977.3580470044744
01_AUS,1992,Gas,2050.645197020071
01_AUS,1993,Gas,2125.6495001392946
01_AUS,1994,Gas,2200.26464777615
01_AUS,1995,Gas,2274.8160394117235
01_AUS,1996,Gas,2349.7531798091395
01_AUS,1997,Gas,2424.7641808968865
01_AUS,1998,Gas,2481.037229010674
01_AUS,1999,Gas,2525.4738737855905
01_AUS,2000,Gas,2569.315243300701
01_AUS,2001,Gas,2611.2368120546967
01_AUS,2002,Gas,2655.5425084590847
01_AUS,2003,Gas,2699.9665998993805
01_AUS,2004,Gas,2747.68702756302
01_AUS,2005,Gas,2797.0842316179355
01_AUS,2006,Gas,2849.1067156728122
01_AUS,2007,Gas,2905.051231099146
01_AUS,2008,Gas,2962.626739239709
01_AUS,2009,Gas,3037.9299548285417
01_AUS,2010,Gas,3112.5358848492015
01_AUS,2011,Gas,3186.3949250292944
01_AUS,2012,Gas,3261.3197377934625
01_AUS,2013,Gas,3333.622794090723
01_AUS,2014,Gas,3405.508438683098
01_AUS,2015,Gas,3477.369998815535
01_AUS,2016,Gas,3550.136060953768
01_AUS,2017,Gas,3621.54573411938
01_AUS,2018,Gas,3695.7411945509107
01_AUS,2019,Gas,3769.6772266010666
01_AUS,2020,Gas,3843.2528654850084
01_AUS,2021,Gas,3916.2703226855533
01_AUS,2022,Gas,3988.9756480793912
01_AUS,2023,Gas,4061.4636495694513
01_AUS,2024,Gas,4133.887543062762
01_AUS,2025,Gas,4206.200680713868
01_AUS,2026,Gas,4278.388993346574
01_AUS,2027,Gas,4350.558065888014
01_AUS,2028,Gas,4422.757761417922
01_AUS,2029,Gas,4494.831823001297
01_AUS,2030,Gas,4566.686585451257
01_AUS,2031,Gas,4638.403795305623
01_AUS,2032,Gas,4709.964308638877
01_AUS,2033,Gas,4781.3788997539
01_AUS,2034,Gas,4852.716895801443
01_AUS,2035,Gas,4924.108672262882
01_AUS,2036,Gas,4995.301677879288
01_AUS,2037,Gas,5066.413738502721
01_AUS,2038,Gas,5137.501594722545
01_AUS,2039,Gas,5208.686219909777
01_AUS,2040,Gas,5279.8845273680045
01_AUS,2041,Gas,5350.918343897247
01_AUS,2042,Gas,5422.002234530037
01_AUS,2043,Gas,5493.1370535715605
01_AUS,2044,Gas,5564.52362256183
01_AUS,2045,Gas,5635.916331865846
01_AUS,2046,Gas,5707.260666408903
01_AUS,2047,Gas,5778.776215032398
01_AUS,2048,Gas,5850.521934247284
01_AUS,2049,Gas,5922.169728762397
01_AUS,2050,Gas,5993.775007511153
01_AUS,1990,Heat,0.0
01_AUS,1991,Heat,0.0
01_AUS,1992,Heat,0.0
01_AUS,1993,Heat,0.0
01_AUS,1994,Heat,0.0
01_AUS,1995,Heat,0.0
01_AUS,1996,Heat,0.0
01_AUS,1997,Heat,0.0
01_AUS,1998,Heat,0.0
01_AUS,1999,Heat,0.0
01_AUS,2000,Heat,0.0
01_AUS,2001,Heat,0.0
01_AUS,2002,Heat,0.0
01_AUS,2003,Heat,0.0
01_AUS,2004,Heat,0.0
01_AUS,2005,Heat,0.0
01_AUS,2006,Heat,0.0
01_AUS,2007,Heat,0.0
01_AUS,2008,Heat,0.0
01_AUS,2009,Heat,0.0
01_AUS,2010,Heat,0.0
01_AUS,2011,Heat,0.0
01_AUS,2012,Heat,0.0
01_AUS,2013,Heat,0.0
01_AUS,2014,Heat,0.0
01_AUS,2015,Heat,0.0
01_AUS,2016,Heat,0.0
01_AUS,2017,Heat,0.0
01_AUS,2018,Heat,0.0
01_AUS,2019,Heat,0.0
01_AUS,2020,Heat,0.0
01_AUS,2021,Heat,0.0
01_AUS,2022,Heat,0.0
01_AUS,2023,Heat,0.0
01_AUS,2024,Heat,0.0
01_AUS,2025,Heat,0.0
01_AUS,2026,Heat,0.0
01_AUS,2027,Heat,0.0
01_AUS,2028,Heat,0.0
01_AUS,2029,Heat,0.0
01_AUS,2030,Heat,0.0
01_AUS,2031,Heat,0.0
01_AUS,2032,Heat,0.0
01_AUS,2033,Heat,0.0
01_AUS,2034,Heat,0.0
01_AUS,2035,Heat,0.0
01_AUS,2036,Heat,0.0
01_AUS,2037,Heat,0.0
01_AUS,2038,Heat,0.0
01_AUS,2039,Heat,0.0
01_AUS,2040,Heat,0.0
01_AUS,2041,Heat,0.0
01_AUS,2042,Heat,0.0
01_AUS,2043,Heat,0.0
01_AUS,2044,Heat,0.0
01_AUS,2045,Heat,0.0
01_AUS,2046,Heat,0.0
01_AUS,2047,Heat,0.0
01_AUS,2048,Heat,0.0
01_AUS,2049,Heat,0.0
01_AUS,2050,Heat,0.0
01_AUS,1990,Nuc,0.0
01_AUS,1991,Nuc,0.0
01_AUS,1992,Nuc,0.0
01_AUS,1993,Nuc,0.0
01_AUS,1994,Nuc,0.0
01_AUS,1995,Nuc,0.0
01_AUS,1996,Nuc,0.0
01_AUS,1997,Nuc,0.0
01_AUS,1998,Nuc,0.0
01_AUS,1999,Nuc,0.0
01_AUS,2000,Nuc,0.0
01_AUS,2001,Nuc,0.0
01_AUS,2002,Nuc,0.0
01_AUS,2003,Nuc,0.0
01_AUS,2004,Nuc,0.0
01_AUS,2005,Nuc,0.0
01_AUS,2006,Nuc,0.0
01_AUS,2007,Nuc,0.0
01_AUS,2008,Nuc,0.0
01_AUS,2009,Nuc,0.0
01_AUS,2010,Nuc,0.0
01_AUS,2011,Nuc,0.0
01_AUS,2012,Nuc,0.0
01_AUS,2013,Nuc,0.0
01_AUS,2014,Nuc,0.0
01_AUS,2015,Nuc,0.0
01_AUS,2016,Nuc,0.0
01_AUS,2017,Nuc,0.0
01_AUS,2018,Nuc,0.0
01_AUS,2019,Nuc,0.0
01_AUS,2020,Nuc,0.0
01_AUS,2021,Nuc,0.0
01_AUS,2022,Nuc,0.0
01_AUS,2023,Nuc,0.0
01_AUS,2024,Nuc,0.0
01_AUS,2025,Nuc,0.0
01_AUS,2026,Nuc,0.0
01_AUS,2027,Nuc,0.0
01_AUS,2028,Nuc,0.0
01_AUS,2029,Nuc,0.0
01_AUS,2030,Nuc,0.0
01_AUS,2031,Nuc,0.0
01_AUS,2032,Nuc,0.0
01_AUS,2033,Nuc,0.0
01_AUS,2034,Nuc,0.0
01_AUS,2035,Nuc,0.0
01_AUS,2036,Nuc,0.0
01_AUS,2037,Nuc,0.0
01_AUS,2038,Nuc,0.0
01_AUS,2039,Nuc,0.0
01_AUS,2040,Nuc,0.0
01_AUS,2041,Nuc,0.0
01_AUS,2042,Nuc,0.0
01_AUS,2043,Nuc,0.0
01_AUS,2044,Nuc,0.0
01_AUS,2045,Nuc,0.0
01_AUS,2046,Nuc,0.0
01_AUS,2047,Nuc,0.0
01_AUS,2048,Nuc,0.0
01_AUS,2049,Nuc,0.0
01_AUS,2050,Nuc,0.0
01_AUS,1990,Oil,0.0
01_AUS,1991,Oil,0.0
01_AUS,1992,Oil,0.0
01_AUS,1993,Oil,0.0
01_AUS,1994,Oil,0.0
01_AUS,1995,Oil,0.0
01_AUS,1996,Oil,0.0
01_AUS,1997,Oil,0.0
01_AUS,1998,Oil,0.0
01_AUS,1999,Oil,0.0
01_AUS,2000,Oil,0.0
01_AUS,2001,Oil,0.0
01_AUS,2002,Oil,0.0
01_AUS,2003,Oil,0.0
01_AUS,2004,Oil,0.0
01_AUS,2005,Oil,0.0
01_AUS,2006,Oil,0.0
01_AUS,2007,Oil,0.0
01_AUS,2008,Oil,0.0
01_AUS,2009,Oil,0.0
01_AUS,2010,Oil,0.0
01_AUS,2011,Oil,0.0
01_AUS,2012,Oil,0.0
01_AUS,2013,Oil,0.0
01_AUS,2014,Oil,0.0
01_AUS,2015,Oil,0.0
01_AUS,2016,Oil,0.0
01_AUS,2017,Oil,0.0
01_AUS,2018,Oil,0.0
01_AUS,2019,Oil,0.0
01_AUS,2020,Oil,0.0
01_AUS,2021,Oil,0.0
01_AUS,2022,Oil,0.0
01_AUS,2023,Oil,0.0
01_AUS,2024,Oil,0.0
01_AUS,2025,Oil,0.0
01_AUS,2026,Oil,0.0
01_AUS,2027,Oil,0.0
01_AUS,2028,Oil,0.0
01_AUS,2029,Oil,0.0
01_AUS,2030,Oil,0.0
01_AUS,2031,Oil,0.0
01_AUS,2032,Oil,0.0
01_AUS,2033,Oil,0.0
01_AUS,2034,Oil,0.0
01_AUS,2035,Oil,0.0
01_AUS,2036,Oil,0.0
01_AUS,2037,Oil,0.0
01_AUS,2038,Oil,0.0
01_AUS,2039,Oil,0.0
01_AUS,2040,Oil,0.0
01_AUS,2041,Oil,0.0
01_AUS,2042,Oil,0.0
01_AUS,2043,Oil,0.0
01_AUS,2044,Oil,0.0
01_AUS,2045,Oil,0.0
01_AUS,2046,Oil,0.0
01_AUS,2047,Oil,0.0
01_AUS,2048,Oil,0.0
01_AUS,2049,Oil,0.0
01_AUS,2050,Oil,0.0
01_AUS,1990,Oth,1781.4498161310885
01_AUS,1991,Oth,1898.2911147964455
01_AUS,1992,Oth,1992.6121145297227
01_AUS,1993,Oth,1984.9548161301093
01_AUS,1994,Oth,1974.7479869166168
01_AUS,1995,Oth,1964.4889958929416
01_AUS,1996,Oth,1948.4295723000835
01_AUS,1997,Oth,1924.306060667843
01_AUS,1998,Oth,1873.9089562797253
01_AUS,1999,Oth,1800.3184483606315
01_AUS,2000,Oth,1758.5048443653166
01_AUS,2001,Oth,1789.4799860476512
01_AUS,2002,Oth,1735.9055369101015
01_AUS,2003,Oth,1717.6377280762579
01_AUS,2004,Oth,1651.1268307920748
01_AUS,2005,Oth,1612.0274029084287
01_AUS,2006,Oth,1582.940046294097
01_AUS,2007,Oth,1503.7960938322856
01_AUS,2008,Oth,1423.1634416654379
01_AUS,2009,Oth,1424.0539253046368
01_AUS,2010,Oth,1416.9271054161236
01_AUS,2011,Oth,1387.388184971041
01_AUS,2012,Oth,1277.4925201589438
01_AUS,2013,Oth,1230.262432877285
01_AUS,2014,Oth,1184.052603846842
01_AUS,2015,Oth,1146.2321841961887
01_AUS,2016,Oth,1076.5428000101588
01_AUS,2017,Oth,1055.9979508943052
01_AUS,2018,Oth,916.5051015642448
01_AUS,2019,Oth,776.9719412810518
01_AUS,2020,Oth,636.4996850405228
01_AUS,2021,Oth,494.7401820519135
01_AUS,2022,Oth,349.9761026979386
01_AUS,2023,Oth,201.0725098635885
01_AUS,2024,Oth,47.37154787552208
01_AUS,2025,Oth,0.0
01_AUS,2026,Oth,0.0
01_AUS,2027,Oth,0.0
01_AUS,2028,Oth,0.0
01_AUS,2029,Oth,0.0
01_AUS,2030,Oth,0.0
01_AUS,2031,Oth,0.0
01_AUS,2032,Oth,0.0
01_AUS,2033,Oth,0.0
01_AUS,2034,Oth,0.0
01_AUS,2035,Oth,0.0
01_AUS,2036,Oth,0.0
01_AUS,2037,Oth,0.0
01_AUS,2038,Oth,0.0
01_AUS,2039,Oth,0.0
01_AUS,2040,Oth,0.0
01_AUS,2041,Oth,0.0
01_AUS,2042,Oth,0.0
01_AUS,2043,Oth,0.0
01_AUS,2044,Oth,0.0
01_AUS,2045,Oth,0.0
01_AUS,2046,Oth,0.0
01_AUS,2047,Oth,0.0
01_AUS,2048,Oth,0.0
01_AUS,2049,Oth,0.0
01_AUS,2050,Oth,0.0
01_AUS,1990,PetP,366.30137784100685
01_AUS,1991,PetP,382.1752954230915
01_AUS,1992,PetP,393.10654367335417
01_AUS,1993,PetP,388.7414611060224
01_AUS,1994,PetP,383.2500311165629
01_AUS,1995,PetP,377.64064939651723
01_AUS,1996,PetP,371.27322701280923
01_AUS,1997,PetP,363.9769189899576
01_AUS,1998,PetP,353.1747879802153
01_AUS,1999,PetP,339.4015976775615
01_AUS,2000,PetP,330.26457607890876
01_AUS,2001,PetP,331.3281674172644
01_AUS,2002,PetP,321.085768952812
01_AUS,2003,PetP,317.4757214295298
01_AUS,2004,PetP,310.4777225051599
01_AUS,2005,PetP,311.53264359275545
01_AUS,2006,PetP,318.8396895667424
01_AUS,2007,PetP,323.6872430610094
01_AUS,2008,PetP,330.6964754695186
01_AUS,2009,PetP,348.99784935240683
01_AUS,2010,PetP,364.5340569642787
01_AUS,2011,PetP,374.6590054715344
01_AUS,2012,PetP,371.65847913829464
01_AUS,2013,PetP,375.9142958774594
01_AUS,2014,PetP,379.645922945032
01_AUS,2015,PetP,384.8646780219143
01_AUS,2016,PetP,385.515481977675
01_AUS,2017,PetP,393.11224204702586
01_AUS,2018,PetP,383.781795564906
01_AUS,2019,PetP,374.00271385311436
01_AUS,2020,PetP,363.13781693211786
01_AUS,2021,PetP,351.39070231799974
01_AUS,2022,PetP,338.56537425676163
01_AUS,2023,PetP,324.6163787561694
01_AUS,2024,PetP,309.38278644976583
01_AUS,2025,PetP,293.17975799088987
01_AUS,2026,PetP,276.7266831908159
01_AUS,2027,PetP,259.01447102206873
01_AUS,2028,PetP,239.9726128262119
01_AUS,2029,PetP,220.0396128500545
01_AUS,2030,PetP,198.99333986121812
01_AUS,2031,PetP,177.7639979931061
01_AUS,2032,PetP,155.28383407812015
01_AUS,2033,PetP,132.0192931601607
01_AUS,2034,PetP,107.79743906806323
01_AUS,2035,PetP,82.83910944781138
01_AUS,2036,PetP,57.75829338095177
01_AUS,2037,PetP,32.00462694819896
01_AUS,2038,PetP,5.471409360261671
01_AUS,2039,PetP,0.0
01_AUS,2040,PetP,0.0
01_AUS,2041,PetP,0.0
01_AUS,2042,PetP,0.0
01_AUS,2043,PetP,0.0
01_AUS,2044,PetP,0.0
01_AUS,2045,PetP,0.0
01_AUS,2046,PetP,0.0
01_AUS,2047,PetP,0.0
01_AUS,2048,PetP,0.0
01_AUS,2049,PetP,0.0
01_AUS,2050,PetP,0.0
01_AUS,1990,TotRen,1853.9055507646437
01_AUS,1991,TotRen,1982.9237502024198
01_AUS,1992,TotRen,2084.745953407377
01_AUS,1993,TotRen,2075.6963316719634
01_AUS,1994,TotRen,2062.5781539100753
01_AUS,1995,TotRen,2049.2112679067423
01_AUS,1996,TotRen,2029.747500326579
01_AUS,1997,TotRen,2001.9934396840886
01_AUS,1998,TotRen,1946.4365121680735
01_AUS,1999,TotRen,1866.5519597015036
01_AUS,2000,TotRen,1820.9982953700369
01_AUS,2001,TotRen,1853.3075870361179
01_AUS,2002,TotRen,1796.104347404804
01_AUS,2003,TotRen,1779.6089334361081
01_AUS,2004,TotRen,1717.3922661660622
01_AUS,2005,TotRen,1691.8322081384076
01_AUS,2006,TotRen,1685.4381542761864
01_AUS,2007,TotRen,1633.4310474637477
01_AUS,2008,TotRen,1583.977109617896
01_AUS,2009,TotRen,1621.4999943114558
01_AUS,2010,TotRen,1647.583088566715
01_AUS,2011,TotRen,1645.7291605213586
01_AUS,2012,TotRen,1554.6649840984587
01_AUS,2013,TotRen,1527.973190796769
01_AUS,2014,TotRen,1501.2097795301986
01_AUS,2015,TotRen,1483.9651370934398
01_AUS,2016,TotRen,1432.4598635418436
01_AUS,2017,TotRen,1433.6233151453077
01_AUS,2018,TotRen,1307.075334859455
01_AUS,2019,TotRen,1179.711893892903
01_AUS,2020,TotRen,1049.6934525561505
01_AUS,2021,TotRen,917.0608163813936
01_AUS,2022,TotRen,780.067874121783
01_AUS,2023,TotRen,637.6984130893165
01_AUS,2024,TotRen,489.1421244633375
01_AUS,2025,TotRen,333.9747137256536
01_AUS,2026,TotRen,178.20040703782888
01_AUS,2027,TotRen,14.672202984473643
01_AUS,2028,TotRen,0.0
01_AUS,2029,TotRen,0.0
01_AUS,2030,TotRen,0.0
01_AUS,2031,TotRen,0.0
01_AUS,2032,TotRen,0.0
01_AUS,2033,TotRen,0.0
01_AUS,2034,TotRen,0.0
01_AUS,2035,TotRen,0.0
01_AUS,2036,TotRen,0.0
01_AUS,2037,TotRen,0.0
01_AUS,2038,TotRen,0.0
01_AUS,2039,TotRen,0.0
01_AUS,2040,TotRen,0.0
01_AUS,2041,TotRen,0.0
01_AUS,2042,TotRen,0.0
01_AUS,2043,TotRen,0.0
01_AUS,2044,TotRen,0.0
01_AUS,2045,TotRen,0.0
01_AUS,2046,TotRen,0.0
01_AUS,2047,TotRen,0.0
01_AUS,2048,TotRen,0.0
01_AUS,2049,TotRen,0.0
01_AUS,2050,TotRen,0.0
01_AUS,1990,Tot,7385.6518677981685
01_AUS,1991,Tot,7665.849180665178
01_AUS,1992,Tot,7923.912465170399
01_AUS,1993,Tot,8075.605133624025
01_AUS,1994,Tot,8225.042922358854
01_AUS,1995,Tot,8374.48479716645
01_AUS,1996,Tot,8518.274484043532
01_AUS,1997,Tot,8653.105717893517
01_AUS,1998,Tot,8760.41297904475
01_AUS,1999,Tot,8843.357559722626
01_AUS,2000,Tot,8959.812712897638
01_AUS,2001,Tot,9151.656109709433
01_AUS,2002,Tot,9254.929159773288
01_AUS,2003,Tot,9394.12728766153
01_AUS,2004,Tot,9481.513264788986
01_AUS,2005,Tot,9594.85767906233
01_AUS,2006,Tot,9716.089298428895
01_AUS,2007,Tot,9782.649205969063
01_AUS,2008,Tot,9846.832463770337
01_AUS,2009,Tot,9995.767650755464
01_AUS,2010,Tot,10137.148206272386
01_AUS,2011,Tot,10256.185440015932
01_AUS,2012,Tot,10292.74455025479
01_AUS,2013,Tot,10395.105179906017
01_AUS,2014,Tot,10498.884030045529
01_AUS,2015,Tot,10611.25699012895
01_AUS,2016,Tot,10690.842568161463
01_AUS,2017,Tot,10821.274715972651
01_AUS,2018,Tot,10827.656470345162
01_AUS,2019,Tot,10834.230540920278
01_AUS,2020,Tot,10840.760369446418
01_AUS,2021,Tot,10845.88631946085
01_AUS,2022,Tot,10848.223089474672
01_AUS,2023,Tot,10846.525647888257
01_AUS,2024,Tot,10840.574838643559
01_AUS,2025,Tot,10828.058580379751
01_AUS,2026,Tot,10815.443089584827
01_AUS,2027,Tot,10795.964909003844
01_AUS,2028,Tot,10770.991403100597
01_AUS,2029,Tot,10740.047035981697
01_AUS,2030,Tot,10705.147395239239
01_AUS,2031,Tot,10670.657166212522
01_AUS,2032,Tot,10633.069905995173
01_AUS,2033,Tot,10590.322584019104
01_AUS,2034,Tot,10543.004703605373
01_AUS,2035,Tot,10490.993678865107
01_AUS,2036,Tot,10442.654812281675
01_AUS,2037,Tot,10389.103004023065
01_AUS,2038,Tot,10331.430766108522
01_AUS,2039,Tot,10269.891258108919
01_AUS,2040,Tot,10206.077309361774
01_AUS,2041,Tot,10145.476977680359
01_AUS,2042,Tot,10080.331620470484
01_AUS,2043,Tot,10010.607096323287
01_AUS,2044,Tot,9936.72560669322
01_AUS,2045,Tot,9856.694769230013
01_AUS,2046,Tot,9778.597178250056
01_AUS,2047,Tot,9693.657196479342
01_AUS,2048,Tot,9602.878778959546
01_AUS,2049,Tot,9505.022129297893
01_AUS,2050,Tot,9401.232977744075
