Economy,Year,GDP,Population
MAS,12/31/2020,1026.535142,32.869
MAS,12/31/2021,1073.995475,33.289
MAS,12/31/2022,1122.952095,33.711
MAS,12/31/2023,1173.554862,34.131
MAS,12/31/2024,1225.847959,34.545
MAS,12/31/2025,1279.938307,34.95
MAS,12/31/2026,1334.807058,35.344
MAS,12/31/2027,1391.445555,35.728
MAS,12/31/2028,1449.800778,36.102
MAS,12/31/2029,1510.084857,36.464
MAS,12/31/2030,1572.391528,36.815
MAS,12/31/2031,1636.59409,37.153
MAS,12/31/2032,1702.987236,37.478
MAS,12/31/2033,1771.408428,37.791
MAS,12/31/2034,1842.057125,38.091
MAS,12/31/2035,1914.777127,38.381
MAS,12/31/2036,1988.510126,38.659
MAS,12/31/2037,2064.280352,38.925
MAS,12/31/2038,2142.014094,39.181
MAS,12/31/2039,2221.550062,39.429
MAS,12/31/2040,2302.929229,39.668
MAS,12/31/2041,2385.227212,39.9
MAS,12/31/2042,2469.225371,40.124
MAS,12/31/2043,2555.241485,40.341
MAS,12/31/2044,2642.997976,40.554
MAS,12/31/2045,2732.576904,40.761
MAS,12/31/2046,2821.931807,40.964
MAS,12/31/2047,2912.58984,41.162
MAS,12/31/2048,3004.664171,41.356
MAS,12/31/2049,3097.91407,41.545
MAS,12/31/2050,3192.193894,41.729
MEX,12/31/2017,2359.469879,129.163
MEX,12/31/2018,2423.064928,130.76
MEX,12/31/2019,2488.662577,132.328
MEX,12/31/2020,2556.590943,133.87
MEX,12/31/2021,2627.00854,135.384
MEX,12/31/2022,2700.146947,136.869
MEX,12/31/2023,2776.11114,138.322
MEX,12/31/2024,2854.9172,139.745
MEX,12/31/2025,2937.112495,141.132
MEX,12/31/2026,3023.294578,142.484
MEX,12/31/2027,3114.081122,143.801
MEX,12/31/2028,3210.03934,145.083
MEX,12/31/2029,3311.660729,146.329
MEX,12/31/2030,3419.36189,147.54
MEX,12/31/2031,3533.473991,148.716
MEX,12/31/2032,3654.226262,149.856
MEX,12/31/2033,3781.732343,150.959
MEX,12/31/2034,3916.000285,152.028
MEX,12/31/2035,4056.930894,153.061
MEX,12/31/2036,4204.318922,154.058
MEX,12/31/2037,4357.867161,155.018
MEX,12/31/2038,4517.210602,155.944
MEX,12/31/2039,4681.952918,156.835
MEX,12/31/2040,4851.673587,157.69
MEX,12/31/2041,5025.961192,158.51
MEX,12/31/2042,5204.430223,159.295
MEX,12/31/2043,5386.696996,160.045
MEX,12/31/2044,5572.396061,160.758
MEX,12/31/2045,5761.177263,161.436
MEX,12/31/2046,5952.481071,162.078
MEX,12/31/2047,6145.357455,162.682
MEX,12/31/2048,6339.66944,163.251
MEX,12/31/2049,6535.29742,163.783
MEX,12/31/2050,6732.144268,164.279
NZ,12/31/2017,182.2806463,4.706
NZ,12/31/2018,186.6828112,4.749
NZ,12/31/2019,191.4054561,4.792
NZ,12/31/2020,196.388262,4.834
NZ,12/31/2021,201.568161,4.875
NZ,12/31/2022,206.8974558,4.916
NZ,12/31/2023,212.343571,4.956
NZ,12/31/2024,217.8873681,4.994
NZ,12/31/2025,223.5189706,5.033
NZ,12/31/2026,229.2359217,5.07
NZ,12/31/2027,235.0410129,5.107
NZ,12/31/2028,240.9359906,5.144
NZ,12/31/2029,246.9194669,5.178
NZ,12/31/2030,252.9902717,5.213
NZ,12/31/2031,259.1491793,5.246
NZ,12/31/2032,265.3999629,5.279
NZ,12/31/2033,271.7474897,5.31
NZ,12/31/2034,278.1966822,5.34
NZ,12/31/2035,284.7525645,5.37
NZ,12/31/2036,291.4195402,5.398
NZ,12/31/2037,298.2012063,5.425
NZ,12/31/2038,305.0987622,5.451
NZ,12/31/2039,312.1096272,5.477
NZ,12/31/2040,319.2303001,5.502
NZ,12/31/2041,326.4600742,5.526
NZ,12/31/2042,333.8035801,5.549
NZ,12/31/2043,341.2642669,5.572
NZ,12/31/2044,348.841409,5.593
NZ,12/31/2045,356.5316482,5.614
NZ,12/31/2046,364.3319121,5.635
NZ,12/31/2047,372.2422959,5.656
NZ,12/31/2048,380.2620501,5.675
NZ,12/31/2049,388.389002,5.694
NZ,12/31/2050,396.61942,5.711
PNG,12/31/2017,33.2396287,8.251
PNG,12/31/2018,34.87668437,8.418
PNG,12/31/2019,36.66514097,8.587
PNG,12/31/2020,38.63917072,8.756
PNG,12/31/2021,40.72545439,8.926
PNG,12/31/2022,43.00185542,9.097
PNG,12/31/2023,45.47034498,9.268
PNG,12/31/2024,48.1280005,9.442
PNG,12/31/2025,50.97965512,9.614
PNG,12/31/2026,53.92422112,9.788
PNG,12/31/2027,57.05106268,9.962
PNG,12/31/2028,60.36594594,10.137
PNG,12/31/2029,63.87141139,10.312
PNG,12/31/2030,67.57787019,10.487
PNG,12/31/2031,71.37800232,10.662
PNG,12/31/2032,75.37245666,10.837
PNG,12/31/2033,79.56804742,11.012
PNG,12/31/2034,83.97263329,11.187
PNG,12/31/2035,88.60181941,11.362
PNG,12/31/2036,93.35614022,11.536
PNG,12/31/2037,98.32870054,11.709
PNG,12/31/2038,103.5406395,11.881
PNG,12/31/2039,108.9957666,12.053
PNG,12/31/2040,114.7081715,12.224
PNG,12/31/2041,120.5121605,12.394
PNG,12/31/2042,126.5709271,12.564
PNG,12/31/2043,132.8836654,12.732
PNG,12/31/2044,139.4636619,12.899
PNG,12/31/2045,146.3244003,13.064
PNG,12/31/2046,153.2718447,13.228
PNG,12/31/2047,160.4853657,13.391
PNG,12/31/2048,167.9777462,13.553
PNG,12/31/2049,175.7563111,13.713
PNG,12/31/2050,183.8278699,13.871
PE,12/31/2017,414.7337438,32.165
PE,12/31/2018,432.9314934,32.552
PE,12/31/2019,451.5893016,32.933
PE,12/31/2020,470.5565327,33.312
PE,12/31/2021,489.6655027,33.686
PE,12/31/2022,508.9829107,34.055
PE,12/31/2023,528.5603403,34.419
PE,12/31/2024,548.3541673,34.778
PE,12/31/2025,568.3644019,35.13
PE,12/31/2026,588.5920377,35.478
PE,12/31/2027,609.0640726,35.821
PE,12/31/2028,629.8293208,36.156
PE,12/31/2029,650.8912409,36.485
PE,12/31/2030,672.2904556,36.807
PE,12/31/2031,693.8433653,37.12
PE,12/31/2032,715.7247402,37.426
PE,12/31/2033,737.9366257,37.725
PE,12/31/2034,760.4626457,38.015
PE,12/31/2035,783.3184768,38.299
PE,12/31/2036,806.433252,38.575
PE,12/31/2037,829.8861191,38.844
PE,12/31/2038,853.6422203,39.106
PE,12/31/2039,877.6828613,39.359
PE,12/31/2040,902.0323957,39.607
PE,12/31/2041,927.409574,39.845
PE,12/31/2042,953.1465549,40.076
PE,12/31/2043,979.2514099,40.299
PE,12/31/2044,1005.700078,40.514
PE,12/31/2045,1032.497892,40.72
PE,12/31/2046,1059.931689,40.917
PE,12/31/2047,1087.807946,41.106
PE,12/31/2048,1115.972908,41.286
PE,12/31/2049,1144.533167,41.458
PE,12/31/2050,1173.461229,41.621
RP,12/31/2017,840.1025537,104.918
RP,12/31/2018,883.4396103,106.512
RP,12/31/2019,929.829707,108.106
RP,12/31/2020,979.4895725,109.703
RP,12/31/2021,1032.195558,111.303
RP,12/31/2022,1088.467794,112.902
RP,12/31/2023,1148.052439,114.497
RP,12/31/2024,1210.949686,116.086
RP,12/31/2025,1277.063575,117.665
RP,12/31/2026,1345.597406,119.232
RP,12/31/2027,1417.139493,120.789
RP,12/31/2028,1491.768516,122.332
RP,12/31/2029,1569.448557,123.86
RP,12/31/2030,1650.104419,125.372
RP,12/31/2031,1733.122607,126.868
RP,12/31/2032,1819.035626,128.346
RP,12/31/2033,1907.918139,129.807
RP,12/31/2034,1999.717837,131.247
RP,12/31/2035,2094.608497,132.667
RP,12/31/2036,2191.042509,134.067
RP,12/31/2037,2290.316706,135.445
RP,12/31/2038,2392.42847,136.801
RP,12/31/2039,2497.46152,138.135
RP,12/31/2040,2605.23572,139.448
RP,12/31/2041,2714.859752,140.737
RP,12/31/2042,2827.22241,142.004
RP,12/31/2043,2942.324096,143.248
RP,12/31/2044,3060.223209,144.468
RP,12/31/2045,3180.695029,145.665
RP,12/31/2046,3302.176887,146.837
RP,12/31/2047,3426.215905,147.986
RP,12/31/2048,3552.719374,149.111
RP,12/31/2049,3681.638591,150.213
RP,12/31/2050,3812.881011,151.293
RUS,12/31/2017,3831.91906,143.989
RUS,12/31/2018,3970.161309,143.965
RUS,12/31/2019,4100.894051,143.895
RUS,12/31/2020,4227.123346,143.787
RUS,12/31/2021,4351.665391,143.636
RUS,12/31/2022,4476.521508,143.442
RUS,12/31/2023,4602.990138,143.204
RUS,12/31/2024,4731.838474,142.925
RUS,12/31/2025,4863.433859,142.607
RUS,12/31/2026,4997.824368,142.254
RUS,12/31/2027,5134.736241,141.866
RUS,12/31/2028,5273.529221,141.448
RUS,12/31/2029,5413.199016,141.006
RUS,12/31/2030,5552.444156,140.544
RUS,12/31/2031,5689.705503,140.063
RUS,12/31/2032,5823.179932,139.569
RUS,12/31/2033,5950.78059,139.068
RUS,12/31/2034,6070.005041,138.569
RUS,12/31/2035,6179.099594,138.077
RUS,12/31/2036,6276.531456,137.595
RUS,12/31/2037,6361.060976,137.127
RUS,12/31/2038,6431.949607,136.676
RUS,12/31/2039,6489.104044,136.244
RUS,12/31/2040,6533.191263,135.837
RUS,12/31/2041,6565.698697,135.453
RUS,12/31/2042,6588.875855,135.094
RUS,12/31/2043,6605.650713,134.755
RUS,12/31/2044,6619.515313,134.434
RUS,12/31/2045,6634.323157,134.128
RUS,12/31/2046,6654.065263,133.833
RUS,12/31/2047,6682.588232,133.55
RUS,12/31/2048,6723.388366,133.274
RUS,12/31/2049,6779.441533,133.002
RUS,12/31/2050,6853.000162,132.73
SIN,12/31/2017,505.8220797,5.709
SIN,12/31/2018,527.0875185,5.792
SIN,12/31/2019,548.9968552,5.868
SIN,12/31/2020,570.7673545,5.935
SIN,12/31/2021,592.6331772,5.991
SIN,12/31/2022,614.3910895,6.04
SIN,12/31/2023,636.1660493,6.081
SIN,12/31/2024,658.1108713,6.119
SIN,12/31/2025,680.3014097,6.157
SIN,12/31/2026,702.7181254,6.196
SIN,12/31/2027,725.1938516,6.234
SIN,12/31/2028,747.7500539,6.273
SIN,12/31/2029,770.4325822,6.308
SIN,12/31/2030,793.2509408,6.342
SIN,12/31/2031,815.1075278,6.374
SIN,12/31/2032,837.0792738,6.403
SIN,12/31/2033,859.2225485,6.431
SIN,12/31/2034,881.4869759,6.456
SIN,12/31/2035,903.9757933,6.48
SIN,12/31/2036,927.4465009,6.501
SIN,12/31/2037,951.2804358,6.52
SIN,12/31/2038,975.3622655,6.536
SIN,12/31/2039,999.6463049,6.551
SIN,12/31/2040,1024.097294,6.563
SIN,12/31/2041,1048.308222,6.573
SIN,12/31/2042,1072.518765,6.581
SIN,12/31/2043,1096.849594,6.587
SIN,12/31/2044,1121.332634,6.59
SIN,12/31/2045,1146.133994,6.592
SIN,12/31/2046,1171.355261,6.592
SIN,12/31/2047,1197.216295,6.591
SIN,12/31/2048,1223.451954,6.587
SIN,12/31/2049,1249.956195,6.581
SIN,12/31/2050,1276.627451,6.575
CT,12/31/2017,1144.778022,23.626
CT,12/31/2018,1174.226278,23.694
CT,12/31/2019,1204.332586,23.758
CT,12/31/2020,1235.324727,23.817
CT,12/31/2021,1265.025797,23.873
CT,12/31/2022,1295.170881,23.923
CT,12/31/2023,1322.52518,23.968
CT,12/31/2024,1349.552027,24.009
CT,12/31/2025,1376.402957,24.045
CT,12/31/2026,1400.846239,24.077
CT,12/31/2027,1425.027439,24.103
CT,12/31/2028,1446.775432,24.125
CT,12/31/2029,1467.079314,24.141
CT,12/31/2030,1485.206001,24.151
CT,12/31/2031,1502.26763,24.155
CT,12/31/2032,1520.444892,24.153
CT,12/31/2033,1535.637137,24.144
CT,12/31/2034,1549.083343,24.127
CT,12/31/2035,1560.158588,24.1
CT,12/31/2036,1570.966686,24.065
CT,12/31/2037,1582.813217,24.02
CT,12/31/2038,1591.959037,23.965
CT,12/31/2039,1599.821357,23.902
CT,12/31/2040,1606.341777,23.831
CT,12/31/2041,1611.31864,23.75
CT,12/31/2042,1616.037674,23.662
CT,12/31/2043,1619.098482,23.567
CT,12/31/2044,1621.472722,23.466
CT,12/31/2045,1622.919032,23.36
CT,12/31/2046,1624.57716,23.249
CT,12/31/2047,1625.374831,23.134
CT,12/31/2048,1625.967558,23.016
CT,12/31/2049,1626.451438,22.895
CT,12/31/2050,1625.961729,22.771
THA,12/31/2017,1184.110263,69.038
THA,12/31/2018,1226.986583,69.184
THA,12/31/2019,1271.76401,69.306
THA,12/31/2020,1318.616112,69.411
THA,12/31/2021,1368.01632,69.498
THA,12/31/2022,1419.641224,69.568
THA,12/31/2023,1473.635212,69.62
THA,12/31/2024,1529.900194,69.66
THA,12/31/2025,1588.612084,69.685
THA,12/31/2026,1649.893673,69.699
THA,12/31/2027,1713.549542,69.701
THA,12/31/2028,1779.582944,69.69
THA,12/31/2029,1847.832012,69.665
THA,12/31/2030,1918.306719,69.626
THA,12/31/2031,1991.210797,69.572
THA,12/31/2032,2066.292733,69.504
THA,12/31/2033,2143.526174,69.419
THA,12/31/2034,2222.858561,69.318
THA,12/31/2035,2304.2967,69.2
THA,12/31/2036,2388.871342,69.063
THA,12/31/2037,2475.636146,68.908
THA,12/31/2038,2564.705606,68.737
THA,12/31/2039,2655.836453,68.546
THA,12/31/2040,2749.159425,68.339
THA,12/31/2041,2844.307969,68.113
THA,12/31/2042,2941.518354,67.872
THA,12/31/2043,3041.043141,67.613
THA,12/31/2044,3142.837947,67.337
THA,12/31/2045,3246.862848,67.046
THA,12/31/2046,3353.241131,66.739
THA,12/31/2047,3462.03292,66.417
THA,12/31/2048,3573.490528,66.081
THA,12/31/2049,3687.566327,65.733
THA,12/31/2050,3804.488729,65.372
USA,12/31/2017,18610.63538,324.459
USA,12/31/2018,19124.82456,326.767
USA,12/31/2019,19629.75352,329.093
USA,12/31/2020,20133.20903,331.432
USA,12/31/2021,20639.38899,333.784
USA,12/31/2022,21150.42778,336.15
USA,12/31/2023,21667.51116,338.524
USA,12/31/2024,22191.52558,340.895
USA,12/31/2025,22723.29842,343.256
USA,12/31/2026,23263.85811,345.602
USA,12/31/2027,23814.3359,347.93
USA,12/31/2028,24375.09773,350.23
USA,12/31/2029,24942.32979,352.494
USA,12/31/2030,25510.84473,354.712
USA,12/31/2031,26080.02771,356.88
USA,12/31/2032,26649.52533,358.997
USA,12/31/2033,27218.94809,361.061
USA,12/31/2034,27787.66591,363.074
USA,12/31/2035,28355.03268,365.034
USA,12/31/2036,28920.56221,366.942
USA,12/31/2037,29484.04406,368.797
USA,12/31/2038,30045.41087,370.602
USA,12/31/2039,30604.50766,372.358
USA,12/31/2040,31161.25612,374.069
USA,12/31/2041,31715.95503,375.735
USA,12/31/2042,32269.29409,377.36
USA,12/31/2043,32821.92206,378.95
USA,12/31/2044,33374.28605,380.515
USA,12/31/2045,33926.6572,382.059
